id_usuario,duracion_recorrido,nombre_estacion_origen,nombre_estacion_destino
257105,627,Carlos Gardel,Plaza Guemes
579416,1876,YATAY,Ministerio de Economia
255694,690,RIGLOS,Avelino Diaz
229683,1336,Plaza Almagro,Armenia y Gorriti
164229,432,Montevideo,RIOBAMBA
316766,2179,PLAZA BOLIVIA,MINISTERIO DE EDUCACION
265696,1122,Ayacucho,Cementerio de Recoleta
592393,907,Constitución,ESTADOS UNIDOS Y BOEDO
407414,885,PLAZA MONSEÑOR MIGUEL DE ANDREA,Congreso
445826,1303,Catedral,DON BOSCO
293581,786,Malabia,PERÓN Y ACUÑA DE FIGUEROA
369249,1365,Parque Patricios,Constitución
295428,1621,General Urquiza,GARCIA DEL RIO
260360,2004,QUINTEROS LIDORO,PLAZA ALBERTI
180140,248,Constitución,Ruy Díaz de Guzmán
535345,1894,ONCE,Quintino Bocayuva
300736,572,CASA SAN,Ruy Díaz de Guzmán
535550,1253,Carlos Gardel,HOSPITAL RAMOS MEJIA
178556,747,JULIETA LANTERI,PARQUE DEL BAJO
231879,774,Fitz Roy,Guatemala
566218,1444,QUINTEROS LIDORO,Godoy Cruz y Libertador
419120,712,Pedro Echague,Estados Unidos
193550,1266,Jorgelina De Simone,DON BOSCO
169026,1629,CASA SAN,OBELISCO
170672,3819,Humahuaca,TRONADOR Y GARCÍA DEL RÍO
608607,2356,Plaza República de Ecuador,Armenia y Gorriti
613398,1798,AUSTRIA Y FRENCH,Arenales
585145,3798,General Urquiza,Ecoparque
539895,1213,SAN MIGUEL DE GARICOITS,MONROE
230453,2383,PLAZA MONSEÑOR MIGUEL DE ANDREA,Plazoleta Rafael del Riego
138765,903,CARLOS CALVO,HOSPITAL DE CLÍNICAS
510778,1003,Congreso,PLAZA MONSEÑOR MIGUEL DE ANDREA
246913,662,Plaza Zapiola,PLAZOLETA CELEDONIO FLORES
171238,520,VIRREY CEVALLOS,Paraná
457004,1453,Parque José Evaristo Uriburu,Pasteur
280515,4114,Plazoleta Colombia,YATAY
387879,1456,AIME PAINÉ,AIME PAINÉ
545155,1000,Plaza Libertad,Constitución
224993,1273,Fleni,Pacifico
450040,1330,F.J.Santamaria de Oro,AUSTRIA Y FRENCH
362356,2098,PLAZA ALBERTI,Plaza República de Ecuador
348732,2,Facultad de Medicina,Plazoleta Colombia
320742,1507,Balbín,Villa Urquiza
433733,236,Humahuaca,Carlos Gardel
484957,1163,Galicia,PLAZA BENITO NAZAR
607099,3204,ECHEVERRIA,Plazoleta Rafael del Riego
293304,1431,Ministro Carranza,Velasco
662531,1428,Parque Centenario,AZUCENA VILLAFLOR
163718,1738,Las Victorias,Venancio Flores
345337,1475,Guatemala,Armenia
596826,824,Plaza Vicente Lopez,JUNCAL
222916,1055,ONCE,Peña
460015,1503,BILLINGHURST Y MANSILLA,Coronel Diaz
627042,1567,JUNCAL,PLAZA 24 DE SEPTIEMBRE
265762,360,Puan,GAINZA
439882,785,PUEYRREDÓN,Armenia y Gorriti
178975,1229,INSTITUTO  LELOIR,Distrito Audiovisual
212982,1066,SAN MIGUEL DE GARICOITS,SAN MIGUEL DE GARICOITS
530134,739,ESTADOS UNIDOS Y BOEDO,Parque José Evaristo Uriburu
626466,1585,JULIETA LANTERI,JULIETA LANTERI
328543,1528,San Jose de Flores,Donato Alvarez
136644,2021,GAINZA,Pasco
420730,1672,Matienzo Y Arce,Parque Las Heras
618389,434,CARLOS CALVO,VIRREY CEVALLOS
229124,1409,MONROE,BARRANCAS DE BELGRANO
668740,642,Distrito Audiovisual,Armenia y Gorriti
624609,4816,CENTRO DE EXPOSICIONES,Plaza Alemania
598530,839,Ecuador,Plaza Almagro
169773,675,Suipacha,FACULTAD DE DERECHO
227583,2226,Hospital Britanico,Hospital Britanico
199737,1077,Fitz Roy & Gorriti,PERÓN Y ACUÑA DE FIGUEROA
668683,581,Constitución,HUMBERTO 1°
130564,857,ARAOZ,RIOBAMBA
218168,66,PRIMERA JUNTA,PRIMERA JUNTA
668629,1665,Acevedo,GÚZMAN
652136,969,Puan,Puan
436628,2329,Retiro I,General Urquiza
161673,8305,Pacifico,Pacifico
130627,883,VERA PEÑALOZA,Constitución
466814,1594,Pacifico,Ecuador
451997,2535,Hospital Britanico,Jorgelina De Simone
554341,636,MONROE,GARCIA DEL RIO
201909,820,PLAZOLETA CELEDONIO FLORES,PLAZA BOLIVIA
622874,2232,MANZANA 66,Ruy Díaz de Guzmán
523874,544,Pasteur,Pasco
168307,1658,San Jose de Flores,Venancio Flores
183491,2333,QUINTEROS LIDORO,QUINTEROS LIDORO
659965,2326,PLAZA NORUEGA,ARAOZ
354919,497,PARQUE DEL BAJO,AZOPARDO Y CHILE
476504,1052,Hospital Rivadavia,Carlos Gardel
368842,269,FACULTAD DE DERECHO,MALBA
219412,983,PLAZA MONSEÑOR MIGUEL DE ANDREA,ARAOZ
542786,1653,PLAZA MONSEÑOR MIGUEL DE ANDREA,PLAZA MONSEÑOR MIGUEL DE ANDREA
304016,6262,VERA PEÑALOZA,VERA PEÑALOZA
582194,2114,HOSPITAL DE CLÍNICAS,INSTITUTO  LELOIR
337927,4566,HOSPITAL ARGERICH,HOSPITAL ARGERICH
191675,2620,Plaza Primero de Mayo,Quintino Bocayuva
237861,1342,PLAZA 24 DE SEPTIEMBRE,PLAZA 24 DE SEPTIEMBRE
342400,1025,PLAZA BENITO NAZAR,Puan
205216,992,PLAZA NORUEGA,PLAZA NORUEGA
671898,975,Distrito Audiovisual,Plaza Marcos Sastre
138431,3409,Catedral,Catedral
265536,1844,Plaza Guemes,PLAZA BOLIVIA
177146,537,PUEYRREDÓN,Paraná
261099,1542,Donato Alvarez,Donato Alvarez
155017,847,RETIRO II,VERA PEÑALOZA
337817,807,GÚZMAN,PLAZOLETA CELEDONIO FLORES
294947,764,Plaza J.J. Paso,PLAZOLETA CELEDONIO FLORES
330699,613,Balbín,GARCIA DEL RIO
408075,856,Ayacucho,Acuña de Figueroa
468416,679,Matienzo Y Arce,Plaza Rafael Hernandez
138308,1015,GÚZMAN,Pacifico
526091,1922,Federico Lacroze,GÚZMAN
480810,1148,Ecoparque,POSADAS
243736,1432,SIMON BOLIVAR,PRIMERA JUNTA
130992,1249,ALSINA,Parque Lezama
173943,453,CORRIENTES,MARCELO T. DE ALVEAR
564704,834,Plazoleta Rafael del Riego,Federico Lacroze
214946,553,MACACHA GUEMES,RODRIGO BUENO
289131,1231,PLAZA BOLIVIA,Ecoparque
597704,896,MANZANA 66,Paraná
287759,671,Plaza Marcos Sastre,Balbín
212312,1336,GAINZA,GAINZA
235276,607,Montevideo,MARCELO T. DE ALVEAR
141577,1070,San Jose de Flores,Plaza Bruno Giordano
196047,1779,Plaza Alemania,Club Ciudad de Buenos Aires
533551,1012,Ecuador,ARAOZ
136411,1135,ONCE II,DOBLAS
293580,4155,General Urquiza,PLAZA ALBERTI
346394,2403,Godoy Cruz y Libertador,PLAZA 24 DE SEPTIEMBRE
361619,1686,Club Ciudad de Buenos Aires,Godoy Cruz y Libertador
175584,576,Plaza Zapiola,Tronador
172731,1921,Las Victorias,Las Victorias
625733,1366,ECHEVERRIA,ECHEVERRIA
464768,1229,INGENIERO BUTTY,RIOBAMBA
667791,1034,Pacifico,Ecuador
211447,615,Cabello,Coronel Diaz
347661,1443,F.J.Santamaria de Oro,Plaza Almagro
266426,3177,Parque José Evaristo Uriburu,Velasco
480522,542,Plaza Vicente Lopez,Congreso
667699,1039,RIGLOS,PLAZA 24 DE SEPTIEMBRE
497823,3738,Plaza Palermo Viejo,PERÓN Y ACUÑA DE FIGUEROA
186525,987,CALIFORNIA,AZOPARDO Y CHILE
207403,1091,Pasteur,Cabello
591860,5568,Plaza Saenz Peña,Acuña de Figueroa
401722,826,Plaza Primero de Mayo,OBELISCO
522739,1574,YATAY,Federico Lacroze
494447,1115,Cabello,Plaza Vicente Lopez
194320,352,HOSPITAL DE CLÍNICAS,HOSPITAL ALEMÁN
582753,662,PARQUE DEL BAJO,AIME PAINÉ
311142,1226,Galicia,Plaza Saenz Peña
303366,1402,Pacifico,MONROE
283629,2181,Donato Alvarez,Donato Alvarez
154626,645,Acuña de Figueroa,Carlos Gardel
559681,1161,PLAZOLETA CELEDONIO FLORES,Fitz Roy
555389,1238,PLAZA BENITO NAZAR,F.J.Santamaria de Oro
671970,1666,SAN MIGUEL DE GARICOITS,PLAZA BENITO NAZAR
497603,1533,GÚZMAN,Plaza Palermo Viejo
588831,1408,Plaza República de Ecuador,Julián Álvarez
169461,4814,FACULTAD DE INGENERIA,JULIETA LANTERI
524973,1012,UGARTECHE,Velasco
188440,575,ONCE,MANZANA 66
241718,533,POSADAS,MARCELO T. DE ALVEAR
237215,220,CORRIENTES,MACACHA GUEMES
270886,830,José Marmol,INSTITUTO  LELOIR
205181,426,AGUERO,Hospital Rivadavia
156948,1858,Lavalle,Catedral
480816,285,MONTAÑESES,Fleni
626266,1455,JULIETA LANTERI,JULIETA LANTERI
142941,868,HOSPITAL ARGERICH,ADUANA
606728,2134,Plaza Irlanda,Plaza Italia
317125,1162,Velasco,Donato Alvarez
258576,869,POSADAS,Lavalle
174799,788,Velasco,Distrito Audiovisual
372430,947,Jose Maria Moreno,Galicia
168219,1583,PLAZOLETA CELEDONIO FLORES,Plaza Saenz Peña
157192,266,PRIMERA JUNTA,Jose Maria Moreno
171835,474,Velasco,VILLARROEL
600935,2926,MEXICO,MEXICO
383200,296,DOBLAS,Jose Maria Moreno
543215,2027,Acevedo,PLAZA BOLIVIA
409625,2179,Ruy Díaz de Guzmán,Ministerio de Justicia y Seguridad
297247,733,Balbín,Fleni
597704,600,Plaza Primero de Mayo,Paraná
544030,354,FACULTAD DE DERECHO,Hospital Rivadavia
416397,671,Balbín,Plaza Marcos Sastre
173064,489,QUINTEROS LIDORO,Club Ciudad de Buenos Aires
272260,1381,Paraná,PARQUE DEL BAJO
277155,1565,Julián Álvarez,RETIRO II
668382,2342,Plaza Italia,Plaza Italia
612441,1381,Matienzo Y Arce,Balbín
299110,683,PLAZOLETA CELEDONIO FLORES,Malabia
398671,1378,José Marmol,CARLOS CALVO
583753,275,Quintino Bocayuva,Hipólito Yrigoyen
486353,550,HOSPITAL ARGERICH,VERA PEÑALOZA
327442,339,TRONADOR Y GARCÍA DEL RÍO,GARCIA DEL RIO
628122,437,MACACHA GUEMES,Catedral
156536,2649,Ministerio de Economia,Reconquista
623923,698,PLAZA BOLIVIA,Plaza J.J. Paso
172258,1527,INSTITUTO  LELOIR,HOSPITAL RAMOS MEJIA
143147,950,LARREA Y BARTOLOMÉ MITRE,Ayacucho
161690,426,Retiro I,MACACHA GUEMES
171712,1210,MACACHA GUEMES,MINISTERIO DE EDUCACION
290839,895,Pedro Echague,Chile
524624,605,RETIRO II,PARQUE DEL BAJO
322283,664,HOSPITAL ARGERICH,HOSPITAL ARGERICH
538054,1152,Cementerio de Recoleta,Retiro I
447934,1459,Plaza Roma,Godoy Cruz y Libertador
276255,1211,Plaza Irlanda,SAN MIGUEL DE GARICOITS
243010,1980,Diagonal Norte,Donato Alvarez
611619,1204,Las Victorias,San Jose de Flores
130627,802,VERA PEÑALOZA,Constitución
206045,2737,Villa Urquiza,Humahuaca
391378,782,PLAZA BOLIVIA,PLAZA ALBERTI
666229,1220,Acevedo,HOSPITAL RAMOS MEJIA
412323,1762,Jose Maria Moreno,Jose Maria Moreno
377329,1427,Facultad de Medicina,General Urquiza
138556,1895,GAINZA,PLAZA DEL ANGEL GRIS
445321,2369,Lavalle,RAVIGNANI Y GUATEMALA
197352,590,UGARTECHE,Hospital Rivadavia
250857,578,Federico Lacroze,Fitz Roy
238481,542,GARCIA DEL RIO,Balbín
451245,1071,TRONADOR Y GARCÍA DEL RÍO,PLAZA ALBERTI
197274,1606,DON BOSCO,Diagonal Norte
540634,564,Congreso,HUMBERTO 1°
307067,578,Galicia,San Jose de Flores
534769,1354,Pacifico,PLAZA ALBERTI
223300,851,Humahuaca,PUEYRREDÓN
499020,1910,AGUERO,Plaza Zapiola
145664,16317,PARQUE DEL BAJO,PARQUE DEL BAJO
377756,925,Plaza Bruno Giordano,Parque Centenario
620583,1170,Luna,ONCE II
328140,374,YATAY,Malabia
271375,285,Plaza Bruno Giordano,PRIMERA JUNTA
332052,1432,F.J.Santamaria de Oro,Plaza República de Ecuador
623539,257,Hipólito Yrigoyen,Quintino Bocayuva
296773,1422,Aranguren,Armenia
190861,1411,Ruy Díaz de Guzmán,Plazoleta Colombia
668646,621,ECHEVERRIA,Plaza Francisco Ramirez
188946,824,Plaza Palermo Viejo,Matienzo Y Arce
496830,1524,Hospital Francés,Plaza Italia
191008,1583,Plaza Guemes,Paraná
441577,789,PLAZA BOLIVIA,Distrito Audiovisual
178556,830,PARQUE DEL BAJO,Parque Lezama
170334,5373,AIME PAINÉ,MACACHA GUEMES
158719,1324,Plaza República de Ecuador,Humahuaca
210796,2856,Velasco,Plaza Rafael Hernandez
584713,877,Lavalle,ADUANA
327302,1640,PERÓN Y ACUÑA DE FIGUEROA,RIGLOS
363299,1056,MANZANA 66,ALSINA
470864,1820,GÚZMAN,GÚZMAN
185915,2067,BARRANCAS DE BELGRANO,CENTRO DE EXPOSICIONES
260842,5195,JUAN MANUEL DE BLANES,Plazoleta Colombia
234975,906,Luna,Parque Patricios
544795,726,RAVIGNANI Y GUATEMALA,PLAZOLETA CELEDONIO FLORES
205963,599,OBELISCO,Ayacucho
432161,689,HOSPITAL ITALIANO,Guatemala
458371,636,Ecuador,JUNCAL
610808,3323,Parque Centenario,Congreso
410516,890,Estados Unidos,JULIETA LANTERI
592393,1323,Constitución,DON BOSCO
665514,1453,Ruy Díaz de Guzmán,Pasteur
293580,335,VIRREY CEVALLOS,Jorgelina De Simone
404628,427,Barrio 31,Retiro I
459202,3577,Parque Centenario,Plaza J.J. Paso
328732,1563,Billinghurst,RETIRO II
346850,920,Plaza Bruno Giordano,Velasco
424578,2674,JULIETA LANTERI,Plazoleta Colombia
211036,1651,GARCIA DEL RIO,GARCIA DEL RIO
535406,1347,Jose Maria Moreno,Parque José Evaristo Uriburu
670628,2056,ALSINA,Parque José Evaristo Uriburu
178857,1157,POSADAS,Godoy Cruz y Libertador
351761,2611,Plaza Guemes,PUEYRREDÓN
414625,1358,PLAZA ALBERTI,Solar de la Abadía
195670,1289,Fitz Roy & Gorriti,SAN MARTIN
668285,1382,PLAZA ALBERTI,PLAZA ALBERTI
627323,413,Ministerio de Economia,CORRIENTES
221663,521,GÚZMAN,Plaza Gurruchaga
661644,912,Ministro Carranza,Plaza Italia
159026,1367,Colonia Express,HOSPITAL ARGERICH
219020,1882,AUSTRIA Y FRENCH,Pacifico
330263,1683,Plaza República de Ecuador,QUINTEROS LIDORO
245981,1113,Ecoparque,FACULTAD DE DERECHO
326850,501,La Pampa,SAN MIGUEL DE GARICOITS
387879,1945,AIME PAINÉ,AIME PAINÉ
480766,1427,Pacifico,Coronel Diaz
285751,1549,Ecuador,Plaza Irlanda
340330,193,Plaza Marcos Sastre,Plaza Marcos Sastre
242764,512,La Pampa,PLAZA ALBERTI
255713,782,MONROE,Plaza Rafael Hernandez
182908,835,ESTADOS UNIDOS Y BOEDO,ONCE II
130822,777,Parque Centenario,Armenia
394428,4704,AIME PAINÉ,Plazoleta Colombia
518587,938,PLAZOLETA CELEDONIO FLORES,La Pampa
480515,1224,Facultad de Medicina,Armenia y Gorriti
455809,1427,Plaza Alemania,Plaza Vicente Lopez
285779,1413,Plazoleta Rafael del Riego,Balbín
357595,713,Matienzo Y Arce,BARRANCAS DE BELGRANO
510480,573,Acevedo,GAINZA
554341,1788,Constitución,General Urquiza
327068,1621,LARREA Y BARTOLOMÉ MITRE,MINISTERIO DE EDUCACION
424615,1513,Parque Centenario,PUEYRREDÓN
453572,1541,PLAZA 24 DE SEPTIEMBRE,PLAZA 24 DE SEPTIEMBRE
166755,774,PRIMERA JUNTA,SIMON BOLIVAR
240682,1316,Guayaquil,Parque Centenario
424101,1625,JULIETA LANTERI,AIME PAINÉ
515201,1575,Plaza Italia,Plaza Francisco Ramirez
235352,1095,CORRIENTES,Usina del Arte
141101,1827,Pasteur,Pasteur
517088,3074,Armenia,Pacifico
512125,968,General Urquiza,AGUERO
382121,1519,Plaza Palermo Viejo,Plaza Italia
669165,434,Humahuaca,YATAY
609300,695,Parque Centenario,Plaza Gurruchaga
268797,508,PLAZA BOLIVIA,Matienzo Y Arce
462837,1888,Plaza Primero de Mayo,CARLOS CALVO
440514,2478,ECHEVERRIA,PLAZA BOLIVIA
564690,1369,HOSPITAL DE CLÍNICAS,Chile
399858,863,TRONADOR Y GARCÍA DEL RÍO,Villa Urquiza
201181,562,HOSPITAL DE CLÍNICAS,Paraná
389942,1082,Arenales,BILLINGHURST Y MANSILLA
572102,908,GÚZMAN,Donato Alvarez
137632,1447,Plaza Saenz Peña,Las Victorias
372654,960,Chile,ONCE
383995,520,Fitz Roy & Gorriti,Pacifico
407296,1399,Jose Maria Moreno,ARENALES Y AGUERO
141058,1702,Plaza Roma,Malabia
234965,1079,Puan,CULPINA
597120,1110,Arenales,Plaza Primero de Mayo
160530,1044,Plaza Palermo Viejo,Plazoleta Rafael del Riego
586217,965,Acevedo,PLAZA DEL ANGEL GRIS
286000,1083,Plaza Primero de Mayo,Jose Maria Moreno
180758,928,PUEYRREDÓN,Plaza Roma
361995,1077,MEXICO,Acuña de Figueroa
180140,2207,Constitución,José Marmol
582956,1753,BRASIL,Paraná
167561,1783,MONROE,Plaza Rafael Hernandez
150054,284,MINISTERIO DE EDUCACION,Uruguay
611060,1226,Humahuaca,Montevideo
137476,516,Galicia,Plaza Irlanda
665861,889,PERÓN Y ACUÑA DE FIGUEROA,AUSTRIA Y FRENCH
505257,5896,Plazoleta Colombia,Pacifico
131112,446,PERÓN Y ACUÑA DE FIGUEROA,PERÓN Y ACUÑA DE FIGUEROA
280115,599,ECHEVERRIA,QUINTEROS LIDORO
472574,15782,AZUCENA VILLAFLOR,Chile
130498,2467,Hospital Britanico,Hospital Britanico
142595,361,MEXICO,Plaza Primero de Mayo
293581,664,Plaza Almagro,Malabia
363001,603,Plaza Roma,AIME PAINÉ
154211,1121,Legislatura,DON BOSCO
668403,1055,GÚZMAN,PLAZA BOLIVIA
571277,3538,PLAZA NUEVA POMPEYA,PLAZA NUEVA POMPEYA
274700,750,SAN MIGUEL DE GARICOITS,RAVIGNANI Y GUATEMALA
443636,569,Congreso,VIRREY CEVALLOS
516019,754,Arenales,25 De Mayo
168733,2751,General Urquiza,Plaza Alemania
354221,605,Club Ciudad de Buenos Aires,Plaza Francisco Ramirez
400345,1333,JUAN MANUEL DE BLANES,JUAN MANUEL DE BLANES
488998,1796,Billinghurst,Guatemala
224478,701,Plaza Guemes,Fitz Roy & Gorriti
426779,1695,BILLINGHURST Y MANSILLA,ECHEVERRIA
244113,1582,Plaza Francisco Ramirez,Plaza República de Ecuador
168219,1200,Plaza Saenz Peña,Plaza Gurruchaga
275820,1136,Plaza J.J. Paso,MONTAÑESES
246380,906,Pasteur,Cabello
159615,1997,Armenia y Gorriti,CORRIENTES
445220,1505,HOSPITAL ALEMÁN,HOSPITAL ITALIANO
501543,978,ESTADOS UNIDOS Y BOEDO,PLAZA NUEVA POMPEYA
245050,1254,HOSPITAL ALEMÁN,Armenia y Gorriti
462221,1770,Ecoparque,HOSPITAL ALEMÁN
591733,1550,HUMBERTO 1°,ESTADOS UNIDOS Y BOEDO
170702,1195,Plaza Irlanda,Las Victorias
516636,813,ONCE II,Plaza Primero de Mayo
334883,4698,HOSPITAL GARRAHAN,HOSPITAL GARRAHAN
158719,1356,Humahuaca,Plaza República de Ecuador
320007,1596,Plaza República de Ecuador,Matienzo Y Arce
179746,1324,Plaza J.J. Paso,Godoy Cruz y Libertador
207714,495,Fitz Roy,Velasco
184820,1183,ONCE II,MALBA
306885,1139,Plaza República de Ecuador,Parque Las Heras
346736,1207,Barrio 31,MACACHA GUEMES
468151,425,Acuña de Figueroa,Velasco
152135,809,VIRREY CEVALLOS,HOSPITAL DE CLÍNICAS
250930,1598,PLAZA NUEVA POMPEYA,MEXICO
171585,3571,Plaza Alemania,DOBLAS
166972,1591,ADUANA,ADUANA
582293,2074,Carlos Gardel,ARAOZ
656023,1580,Plaza Marcos Sastre,Distrito Audiovisual
462652,1548,Humahuaca,Julián Álvarez
597120,530,CORRIENTES,MARCELO T. DE ALVEAR
267574,894,Plaza Almagro,JUNCAL
432970,1518,Pacifico,Club Ciudad de Buenos Aires
246150,498,GÚZMAN,Federico Lacroze
169935,1323,Reconquista,AIME PAINÉ
393225,2400,Armenia y Gorriti,SAN MIGUEL DE GARICOITS
154142,734,DON BOSCO,Hipólito Yrigoyen
272899,912,Parque Las Heras,Plaza Vicente Lopez
379748,132,General Urquiza,General Urquiza
158673,2111,CENTRO DE EXPOSICIONES,Godoy Cruz y Libertador
131896,1436,Plaza Guemes,Uruguay
319299,1235,Plazoleta Rafael del Riego,GÚZMAN
503730,1263,Guayaquil,PLAZA BENITO NAZAR
295182,1104,SAN MARTIN,Plaza Saenz Peña
272899,1644,ARAOZ,Plaza Vicente Lopez
208673,1295,Paraná,Cabello
388828,1639,RETIRO II,Catedral
304936,361,FACULTAD DE DERECHO,FACULTAD DE DERECHO
334333,457,CERRITO,Pasteur
668744,870,Armenia,Distrito Audiovisual
186178,2389,Rivadavia y 9 de Julio,Pacifico
285033,3593,DELLA PAOLERA,JUANA MANSO I
349922,672,BARRANCAS DE BELGRANO,Club Ciudad de Buenos Aires
130181,879,Constitución,Congreso
401269,2493,Julián Álvarez,ARAOZ
299784,1067,RAVIGNANI Y GUATEMALA,Plaza J.J. Paso
210126,953,MONROE,Plaza Rafael Hernandez
148156,3970,CARLOS CALVO,Godoy Cruz y Libertador
448136,763,VIRREY CEVALLOS,ONCE II
198213,698,Constitución,Ministerio de Justicia y Seguridad
352187,1213,GARCIA DEL RIO,GARCIA DEL RIO
483163,317,SAAVEDRA,Pasco
273483,879,Parque Centenario,Malabia
141872,1360,Billinghurst,Velasco
361739,7365,PRIMERA JUNTA,PLAZA DEL ANGEL GRIS
137364,526,Parque Las Heras,Billinghurst
171602,2005,Avelino Diaz,Avelino Diaz
542969,1053,PLAZA NORUEGA,Pacifico
544461,1440,Plaza Almagro,JUNCAL
191455,1537,Independencia,Acuña de Figueroa
569922,508,Montevideo,Suipacha
280307,567,Velasco,Acuña de Figueroa
204757,629,Acuña de Figueroa,JUNCAL
407109,1954,SAN MIGUEL DE GARICOITS,SAN MIGUEL DE GARICOITS
530109,793,AUSTRIA Y FRENCH,Pasteur
587184,762,HUMBERTO 1°,Plazoleta Colombia
407168,2342,PUEYRREDÓN,MALBA
276213,412,RIOBAMBA,Arenales
381690,997,Pasco,Parque José Evaristo Uriburu
263883,2076,San Jose de Flores,SIMON BOLIVAR
592390,1437,ARAOZ,Balbín
384939,1557,PUEYRREDÓN,HOSPITAL DE CLÍNICAS
136358,460,PARQUE DEL BAJO,RETIRO II
610101,622,MONTAÑESES,PLAZA ALBERTI
301841,767,Hospital Francés,Humahuaca
617553,1149,ARAOZ,Plaza Palermo Viejo
265696,1890,Plaza República de Ecuador,Plaza República de Ecuador
180258,1592,Malabia,Parque Centenario
568071,1395,Pacifico,Plaza República de Ecuador
157273,794,CORRIENTES,VERA PEÑALOZA
168109,534,RAVIGNANI Y GUATEMALA,F.J.Santamaria de Oro
279101,979,HOSPITAL DE CLÍNICAS,Lavalle
583756,1810,Constitución,Pedro Echague
666168,2170,RAVIGNANI Y GUATEMALA,RAVIGNANI Y GUATEMALA
482177,757,Billinghurst,Fitz Roy & Gorriti
388117,2039,PLAZA NORUEGA,Federico Lacroze
150057,632,PERÓN Y ACUÑA DE FIGUEROA,Billinghurst
365874,633,Parque Las Heras,Cabello
472990,915,Plaza Almagro,Lavalle
570306,434,Cabello,Billinghurst
155790,1312,Plaza Guemes,Montevideo
213257,647,SIMON BOLIVAR,CULPINA
366493,1006,Velasco,Puan
407280,936,AUSTRIA Y FRENCH,Acuña de Figueroa
200266,2234,Plaza Irlanda,GAINZA
663312,2509,Jose Maria Moreno,MACACHA GUEMES
565379,7300,TRONADOR Y GARCÍA DEL RÍO,GARCIA DEL RIO
468551,5526,HOSPITAL DE CLÍNICAS,HOSPITAL DE CLÍNICAS
266876,866,Montevideo,Constitución
380856,199,PLAZA ALBERTI,PLAZA ALBERTI
244860,239,Pasteur,Ayacucho
601549,773,Parque Centenario,PRIMERA JUNTA
586702,844,PLAZA ALBERTI,Matienzo Y Arce
297397,1147,Barrio 31,Paraná
163958,395,PARQUE DEL BAJO,AIME PAINÉ
349877,4894,HOSPITAL DE CLÍNICAS,HOSPITAL RAMOS MEJIA
667776,827,Armenia y Gorriti,PUEYRREDÓN
564237,1312,INSTITUTO  LELOIR,General Urquiza
530109,506,RIOBAMBA,AGUERO
671017,1188,Ecoparque,PLAZA BOLIVIA
368723,581,Plaza Almagro,Velasco
463861,511,Pacifico,Plaza República de Ecuador
164453,2028,MONTAÑESES,Godoy Cruz y Libertador
442411,858,Congreso,DON BOSCO
239228,1302,MARCELO T. DE ALVEAR,Parque Lezama
404628,683,Retiro I,Barrio 31
212672,848,9 de Julio,Montevideo
345421,478,Plaza Palermo Viejo,Plaza Guemes
213257,1286,SIMON BOLIVAR,DOBLAS
358620,489,Armenia,Armenia
391774,1059,Plazoleta Rafael del Riego,Club Ciudad de Buenos Aires
368842,489,MALBA,FACULTAD DE DERECHO
435956,393,PLAZA NUEVA POMPEYA,Parque José Evaristo Uriburu
595919,2857,TRONADOR Y GARCÍA DEL RÍO,Carlos Gardel
191787,1853,Plaza Bruno Giordano,Lavalle
259269,767,Puan,SAN MARTIN
434953,1005,F.J.Santamaria de Oro,AUSTRIA Y FRENCH
616840,445,ECHEVERRIA,Fleni
338370,2155,VILLARROEL,Donato Alvarez
292385,1017,INSTITUTO  LELOIR,Billinghurst
158350,1982,MARCELO T. DE ALVEAR,MARCELO T. DE ALVEAR
413229,1460,HOSPITAL ITALIANO,HOSPITAL ITALIANO
339872,1636,MONTAÑESES,PLAZA BOLIVIA
352682,257,Claudia Pia Braudacco,Suipacha
361828,769,Pasteur,CERRITO
618931,4112,Federico Lacroze,Las Victorias
495863,1751,Plazoleta Colombia,PLAZA NUEVA POMPEYA
438386,871,PLAZA ALBERTI,MONROE
144554,1678,Armenia y Gorriti,HOSPITAL DE CLÍNICAS
498508,2227,AGUERO,Parque Las Heras
581238,1976,JUNCAL,Club Ciudad de Buenos Aires
165687,1629,Villa Urquiza,F.J.Santamaria de Oro
595259,831,UGARTECHE,Peña
442781,600,ESMERALDA,Chile
376158,1502,Plaza Guemes,Plaza Irlanda
508501,1450,GÚZMAN,ECHEVERRIA
177146,1121,PUEYRREDÓN,HOSPITAL ITALIANO
308011,1819,Venancio Flores,PLAZA 24 DE SEPTIEMBRE
241587,846,Estados Unidos,Lavalle
276970,767,Plaza Italia,General Urquiza
374900,1425,Parque Patricios,Parque Patricios
448752,885,BARRANCAS DE BELGRANO,Club Ciudad de Buenos Aires
524896,1332,Carlos Gardel,Chile
621887,1961,Parque Centenario,INSTITUTO  LELOIR
513272,1558,QUINTEROS LIDORO,Plazoleta Rafael del Riego
365333,837,JUAN MANUEL DE BLANES,JUAN MANUEL DE BLANES
446512,945,PLAZA BOLIVIA,Plaza Italia
442587,601,Plaza Saenz Peña,Plaza Irlanda
199415,711,Legislatura,Constitución
285413,645,Plaza Gurruchaga,SAN MIGUEL DE GARICOITS
503867,559,Galicia,San Jose de Flores
638980,437,GAINZA,ESPINOSA
426738,528,PLAZA BENITO NAZAR,Acevedo
167896,1063,MANZANA 66,YATAY
279612,885,ECHEVERRIA,Plaza Zapiola
